,cost_item_id,acct_id,pobs_id,cost_type_id,proj_id,task_id,cost_name,po_number,vendor_name,act_cost,cost_per_qty,remain_cost,target_cost,cost_load_type,auto_compute_act_flag,target_qty,qty_name,cost_descr,contract_manager_import
4869,311670,1866,,692,6359,503502,I2B-Hard and soft landscaping,,,0.00,425409.00,425409.00,425409.00,CL_Uniform,N,1,,,
4870,311671,1866,,692,6359,503503,I2B-Hard and soft landscaping,,,0.00,1430.00,1430.00,1430.00,CL_Uniform,N,1,,,
4871,311672,1866,,692,6359,503504,I2B-Hard and soft landscaping,,,0.00,250739.00,250738.50,250738.50,CL_Uniform,N,0.999998,,,
4872,311673,1866,,692,6359,503505,I2B-Hard and soft landscaping,,,0.00,42459.00,42459.00,42459.00,CL_Uniform,N,1,,,
4873,311674,1863,,692,6359,503506,I2B-Water supply system,,,0.00,4053.00,4053.00,4053.00,CL_Uniform,N,1,,,
4874,311675,1863,,692,6359,503507,I2B-Water supply system,,,0.00,5563.00,5563.00,5563.00,CL_Uniform,N,1,,,
4875,311676,1863,,692,6359,503508,I2B-Water supply system,,,0.00,586.00,585.50,585.50,CL_Uniform,N,0.999147,,,
4876,311677,1863,,692,6359,503509,I2B-Water supply system,,,0.00,1013.00,1013.00,1013.00,CL_Uniform,N,1,,,
4877,311678,1863,,692,6359,503510,I2B-Water supply system,,,0.00,3780.00,3780.00,3780.00,CL_Uniform,N,1,,,
4878,311679,1863,,692,6359,503511,I2B-Water supply system,,,0.00,47900.00,47899.50,47899.50,CL_Uniform,N,0.99999,,,
4879,311680,1860,,692,6359,503512,I2B-Electrical power supply and distribution,,,0.00,21082.00,21081.50,21081.50,CL_Uniform,N,0.999976,,,
4880,311681,1860,,692,6359,503513,I2B-Electrical power supply and distribution,,,0.00,469936.00,469935.50,469935.50,CL_Uniform,N,0.999999,,,
4881,311682,1860,,692,6359,503514,I2B-Electrical power supply and distribution,,,0.00,9037.00,9036.50,9036.50,CL_Uniform,N,0.999945,,,
4882,311683,1860,,692,6359,503515,I2B-Electrical power supply and distribution,,,0.00,46314.00,46313.50,46313.50,CL_Uniform,N,0.999989,,,
4883,311684,1866,,692,6359,503516,I2B-Hard and soft landscaping,,,0.00,29844.00,29844.00,29844.00,CL_Uniform,N,1,,,
4884,311685,1866,,692,6359,503517,I2B-Hard and soft landscaping,,,0.00,169116.00,169116.00,169116.00,CL_Uniform,N,1,,,
4885,311686,1866,,692,6359,503518,I2B-Hard and soft landscaping,,,0.00,164540.00,164540.00,164540.00,CL_Uniform,N,1,,,
4886,311687,1864,,692,6359,503519,I2B-Road work,,,0.00,35777.00,35777.00,35777.00,CL_Uniform,N,1,,,
4887,311688,1864,,692,6359,503520,I2B-Road work,,,0.00,35777.00,35777.00,35777.00,CL_Uniform,N,1,,,
4888,311689,1864,,692,6359,503521,I2B-Road work,,,0.00,178884.00,178884.00,178884.00,CL_Uniform,N,1,,,
4889,311690,1864,,692,6359,503522,I2B-Road work,,,0.00,17888.00,17887.50,17887.50,CL_Uniform,N,0.999972,,,
4890,311691,1863,,692,6359,503523,I2B-Water supply system,,,0.00,19693.00,19692.50,19692.50,CL_Uniform,N,0.999975,,,
4891,311692,1863,,692,6359,503524,I2B-Water supply system,,,0.00,12690.00,12690.00,12690.00,CL_Uniform,N,1,,,
