,udf_type_id,fk_id,proj_id,udf_date,udf_number,udf_text,udf_code_id
474,203,139820,769,,163,,
475,203,139821,769,,171,,
476,203,139822,769,,184,,
477,203,139823,769,,192,,
478,203,139824,769,,205,,
479,203,139825,769,,142,,
480,203,139826,769,,213,,
481,203,139827,769,,148,,
482,203,139828,769,,150,,
483,203,139829,769,,226,,
484,203,139830,769,,244,,
485,203,139831,769,,155,,
486,203,139832,769,,181,,
487,203,139833,769,,197,,
488,203,139834,769,,197,,
489,203,139835,769,,197,,
490,203,139836,769,,256,,
491,203,139837,769,,265,,
492,203,139838,769,,218,,
493,203,139839,769,,218,,
494,203,139840,769,,218,,
495,203,139841,769,,277,,
496,203,139842,769,,205,,
497,203,139843,769,,205,,
498,203,139844,769,,205,,
499,203,139845,769,,205,,
500,203,139846,769,,205,,
501,203,139847,769,,205,,
502,203,139848,769,,248,,
503,203,139849,769,,248,,
504,203,139850,769,,248,,
505,203,139851,769,,286,,
506,203,139852,769,,207,,
507,203,139853,769,,212,,
508,203,139854,769,,216,,
509,203,139855,769,,226,,
510,203,139856,769,,226,,
511,203,139857,769,,226,,
512,203,139858,769,,226,,
513,203,139859,769,,226,,
514,203,139860,769,,226,,
515,203,139861,769,,269,,
516,203,139862,769,,269,,
517,203,139863,769,,269,,
518,203,139864,769,,228,,
519,203,139865,769,,242,,
520,203,139866,769,,309,,
521,203,139867,769,,219,,
522,203,139868,769,,312,,
523,203,139869,769,,246,,
524,203,139870,769,,256,,
525,203,139871,769,,256,,
526,203,139872,769,,256,,
527,203,139873,769,,256,,
528,203,139874,769,,256,,
529,203,139875,769,,256,,
530,203,139876,769,,290,,
531,203,139877,769,,290,,
532,203,139878,769,,290,,
533,203,139879,769,,249,,
534,203,139880,769,,259,,
535,203,139881,769,,263,,
536,203,139882,769,,267,,
537,203,139883,769,,277,,
538,203,139884,769,,277,,
539,203,139885,769,,277,,
540,203,139886,769,,277,,
541,203,139887,769,,277,,
542,203,139888,769,,277,,
543,203,139889,769,,322,,
544,203,139890,769,,322,,
545,203,139891,769,,322,,
546,203,139892,769,,270,,
547,203,139893,769,,280,,
548,203,139894,769,,284,,
549,203,139895,769,,288,,
550,203,139896,769,,309,,
551,203,139897,769,,309,,
552,203,139898,769,,309,,
553,203,139899,769,,309,,
554,203,139900,769,,309,,
555,203,139901,769,,309,,
556,203,139902,769,,318,,
557,203,139903,769,,331,,
558,203,139904,769,,331,,
559,203,139905,769,,291,,
560,203,139906,769,,311,,
561,203,139907,769,,316,,
562,203,139908,769,,337,,
563,203,139909,769,,319,,
564,203,139910,769,,330,,
565,203,139911,769,,330,,
566,203,139912,769,,330,,
567,203,139913,769,,330,,
568,203,139914,769,,330,,
569,203,139915,769,,330,,
570,203,139916,769,,323,,
571,203,139917,769,,332,,
572,203,139918,769,,333,,
573,203,139919,769,,333,,
574,203,139920,769,,337,,
575,203,139921,769,,337,,
576,203,139922,769,,338,,
577,203,139923,769,,340,,
578,203,139924,769,,342,,
579,203,139925,769,,360,,
580,203,139926,769,,349,,
581,203,139927,769,,344,,
582,203,139928,769,,344,,
583,203,139929,769,,224,,
584,203,139930,769,,360,,
585,203,139931,769,,228,,
586,203,139932,769,,318,,
587,203,139933,769,,345,,
588,203,139934,769,,254,,
589,203,139935,769,,337,,
590,203,139936,769,,259,,
591,203,139937,769,,323,,
592,203,139938,769,,333,,
593,203,139939,769,,335,,
594,203,139940,769,,378,,
595,203,139941,769,,378,,
596,203,139942,769,,335,,
597,203,139943,769,,332,,
598,203,139944,769,,275,,
599,203,139945,769,,332,,
600,203,139946,769,,331,,
601,203,139947,769,,280,,
602,203,139948,769,,328,,
603,203,139949,769,,395,,
604,203,139950,769,,395,,
605,203,139951,769,,395,,
606,203,139952,769,,395,,
607,203,139953,769,,395,,
608,203,139954,769,,395,,
609,203,139955,769,,395,,
610,203,139956,769,,307,,
611,203,139957,769,,400,,
612,203,139958,769,,311,,
613,203,139959,769,,332,,
614,203,139960,769,,405,,
615,203,139961,769,,372,,
616,203,139962,769,,328,,
617,203,139963,769,,409,,
618,203,139964,769,,332,,
619,203,139965,769,,337,,
620,203,139966,769,,353,,
621,203,139967,769,,414,,
622,203,139968,769,,358,,
623,203,139969,769,,358,,
624,203,139970,769,,419,,
625,203,139971,769,,324,,
626,203,139972,769,,372,,
627,203,139973,769,,86,,
628,203,139974,769,,113,,
629,203,139975,769,,119,,
630,203,139976,769,,126,,
631,203,139977,769,,163,,
632,203,139978,769,,171,,
633,203,139979,769,,184,,
634,203,139980,769,,192,,
635,203,139981,769,,205,,
636,203,139982,769,,142,,
637,203,139983,769,,213,,
638,203,139984,769,,148,,
639,203,139985,769,,150,,
640,203,139986,769,,226,,
641,203,139987,769,,244,,
642,203,139988,769,,155,,
643,203,139989,769,,181,,
644,203,139990,769,,197,,
645,203,139991,769,,197,,
646,203,139992,769,,197,,
647,203,139993,769,,256,,
648,203,139994,769,,265,,
649,203,139995,769,,218,,
650,203,139996,769,,218,,
651,203,139997,769,,218,,
652,203,139998,769,,277,,
653,203,139999,769,,205,,
654,203,140000,769,,205,,
655,203,140001,769,,205,,
656,203,140002,769,,205,,
657,203,140003,769,,205,,
658,203,140004,769,,205,,
659,203,140005,769,,248,,
660,203,140006,769,,248,,
661,203,140007,769,,248,,
662,203,140008,769,,286,,
663,203,140009,769,,207,,
664,203,140010,769,,212,,
665,203,140011,769,,216,,
666,203,140012,769,,226,,
667,203,140013,769,,226,,
668,203,140014,769,,226,,
669,203,140015,769,,226,,
670,203,140016,769,,226,,
671,203,140017,769,,226,,
672,203,140018,769,,269,,
673,203,140019,769,,269,,
674,203,140020,769,,269,,
675,203,140021,769,,228,,
676,203,140022,769,,242,,
677,203,140023,769,,309,,
678,203,140024,769,,219,,
679,203,140025,769,,312,,
680,203,140026,769,,246,,
681,203,140027,769,,256,,
682,203,140028,769,,256,,
683,203,140029,769,,256,,
684,203,140030,769,,256,,
685,203,140031,769,,256,,
686,203,140032,769,,256,,
687,203,140033,769,,290,,
688,203,140034,769,,290,,
689,203,140035,769,,290,,
690,203,140036,769,,249,,
691,203,140037,769,,259,,
692,203,140038,769,,263,,
693,203,140039,769,,267,,
694,203,140040,769,,277,,
695,203,140041,769,,277,,
696,203,140042,769,,277,,
697,203,140043,769,,277,,
698,203,140044,769,,277,,
699,203,140045,769,,277,,
700,203,140046,769,,322,,
701,203,140047,769,,322,,
702,203,140048,769,,322,,
703,203,140049,769,,270,,
704,203,140050,769,,280,,
705,203,140051,769,,284,,
706,203,140052,769,,288,,
707,203,140053,769,,309,,
708,203,140054,769,,309,,
709,203,140055,769,,309,,
710,203,140056,769,,309,,
711,203,140057,769,,309,,
712,203,140058,769,,309,,
713,203,140059,769,,318,,
714,203,140060,769,,331,,
715,203,140061,769,,331,,
716,203,140062,769,,291,,
717,203,140063,769,,311,,
718,203,140064,769,,316,,
719,203,140065,769,,337,,
720,203,140066,769,,319,,
721,203,140067,769,,330,,
722,203,140068,769,,330,,
723,203,140069,769,,330,,
724,203,140070,769,,330,,
725,203,140071,769,,330,,
726,203,140072,769,,330,,
727,203,140073,769,,323,,
728,203,140074,769,,332,,
729,203,140075,769,,333,,
730,203,140076,769,,333,,
731,203,140077,769,,337,,
732,203,140078,769,,337,,
733,203,140079,769,,338,,
734,203,140080,769,,340,,
735,203,140081,769,,342,,
736,203,140082,769,,360,,
737,203,140083,769,,349,,
738,203,140084,769,,344,,
739,203,140085,769,,344,,
740,203,140086,769,,224,,
741,203,140087,769,,360,,
742,203,140088,769,,228,,
743,203,140089,769,,318,,
744,203,140090,769,,345,,
745,203,140091,769,,254,,
746,203,140092,769,,337,,
747,203,140093,769,,259,,
748,203,140094,769,,323,,
749,203,140095,769,,333,,
750,203,140096,769,,335,,
751,203,140097,769,,378,,
752,203,140098,769,,378,,
753,203,140099,769,,335,,
754,203,140100,769,,332,,
755,203,140101,769,,275,,
756,203,140102,769,,332,,
757,203,140103,769,,331,,
758,203,140104,769,,280,,
759,203,140105,769,,328,,
760,203,140106,769,,395,,
761,203,140107,769,,395,,
762,203,140108,769,,395,,
763,203,140109,769,,395,,
764,203,140110,769,,395,,
765,203,140111,769,,395,,
766,203,140112,769,,395,,
767,203,140113,769,,307,,
768,203,140114,769,,400,,
769,203,140115,769,,311,,
770,203,140116,769,,332,,
771,203,140117,769,,405,,
772,203,140118,769,,372,,
773,203,140119,769,,328,,
774,203,140120,769,,409,,
775,203,140121,769,,332,,
776,203,140122,769,,337,,
777,203,140123,769,,353,,
778,203,140124,769,,414,,
779,203,140125,769,,358,,
780,203,140126,769,,358,,
781,203,140127,769,,419,,
782,203,140128,769,,324,,
783,203,140129,769,,372,,
784,203,140130,769,,86,,
785,203,140916,769,,113,,
786,203,140917,769,,119,,
787,203,140918,769,,126,,
788,203,140919,769,,163,,
789,203,140920,769,,171,,
790,203,140921,769,,184,,
791,203,140922,769,,192,,
792,203,140923,769,,205,,
793,203,140924,769,,142,,
794,203,140925,769,,213,,
795,203,140926,769,,148,,
796,203,140927,769,,150,,
797,203,140928,769,,226,,
798,203,140929,769,,244,,
799,203,140930,769,,155,,
800,203,140931,769,,181,,
801,203,140932,769,,197,,
802,203,140933,769,,197,,
803,203,140934,769,,197,,
804,203,140935,769,,256,,
805,203,140936,769,,265,,
806,203,140937,769,,218,,
807,203,140938,769,,218,,
808,203,140939,769,,218,,
809,203,140940,769,,277,,
810,203,140941,769,,205,,
811,203,140942,769,,205,,
812,203,140943,769,,205,,
813,203,140944,769,,205,,
814,203,140945,769,,205,,
815,203,140946,769,,205,,
816,203,140947,769,,248,,
817,203,140948,769,,248,,
818,203,140949,769,,248,,
819,203,140950,769,,286,,
820,203,140951,769,,207,,
821,203,140952,769,,212,,
822,203,140953,769,,216,,
823,203,140954,769,,226,,
824,203,140955,769,,226,,
825,203,140956,769,,226,,
826,203,140957,769,,226,,
827,203,140958,769,,226,,
828,203,140959,769,,226,,
829,203,140960,769,,269,,
830,203,140961,769,,269,,
831,203,140962,769,,269,,
832,203,140963,769,,228,,
833,203,140964,769,,242,,
834,203,140965,769,,309,,
835,203,140966,769,,219,,
836,203,140967,769,,312,,
837,203,140968,769,,246,,
838,203,140969,769,,256,,
839,203,140970,769,,256,,
840,203,140971,769,,256,,
841,203,140972,769,,256,,
842,203,140973,769,,256,,
843,203,140974,769,,256,,
844,203,140975,769,,290,,
845,203,140976,769,,290,,
846,203,140977,769,,290,,
847,203,140978,769,,249,,
848,203,140979,769,,259,,
849,203,140980,769,,263,,
850,203,140981,769,,267,,
851,203,140982,769,,277,,
852,203,140983,769,,277,,
853,203,140984,769,,277,,
854,203,140985,769,,277,,
855,203,140986,769,,277,,
856,203,140987,769,,277,,
857,203,140988,769,,322,,
858,203,140989,769,,322,,
859,203,140990,769,,322,,
860,203,140991,769,,270,,
861,203,140992,769,,280,,
862,203,140993,769,,284,,
863,203,140994,769,,288,,
864,203,140995,769,,309,,
865,203,140996,769,,309,,
866,203,140997,769,,309,,
867,203,140998,769,,309,,
868,203,140999,769,,309,,
869,203,141000,769,,309,,
870,203,141001,769,,318,,
871,203,141002,769,,331,,
872,203,141003,769,,331,,
873,203,141004,769,,291,,
874,203,141005,769,,311,,
875,203,141006,769,,316,,
876,203,141007,769,,337,,
877,203,141008,769,,319,,
878,203,141009,769,,330,,
879,203,141010,769,,330,,
880,203,141011,769,,330,,
881,203,141012,769,,330,,
882,203,141013,769,,330,,
883,203,141014,769,,330,,
884,203,141015,769,,323,,
885,203,141016,769,,332,,
886,203,141017,769,,333,,
887,203,141018,769,,333,,
888,203,141019,769,,337,,
889,203,141020,769,,337,,
890,203,141021,769,,338,,
891,203,141022,769,,340,,
892,203,141023,769,,342,,
893,203,141024,769,,360,,
894,203,141025,769,,349,,
895,203,141026,769,,344,,
896,203,141027,769,,344,,
897,203,141028,769,,224,,
898,203,141029,769,,360,,
899,203,141030,769,,228,,
900,203,141031,769,,318,,
901,203,141032,769,,345,,
902,203,141033,769,,254,,
903,203,141034,769,,337,,
904,203,141035,769,,259,,
905,203,141036,769,,323,,
906,203,141037,769,,333,,
907,203,141038,769,,335,,
908,203,141039,769,,378,,
909,203,141040,769,,378,,
910,203,141041,769,,335,,
911,203,141042,769,,332,,
912,203,141043,769,,275,,
913,203,141044,769,,332,,
914,203,141045,769,,331,,
915,203,141046,769,,280,,
916,203,141047,769,,328,,
917,203,141048,769,,395,,
918,203,141049,769,,395,,
919,203,141050,769,,395,,
920,203,141051,769,,395,,
921,203,141052,769,,395,,
922,203,141053,769,,395,,
923,203,141054,769,,395,,
924,203,141055,769,,307,,
925,203,141056,769,,400,,
926,203,141057,769,,311,,
927,203,141058,769,,332,,
928,203,141059,769,,405,,
929,203,141060,769,,372,,
930,203,141061,769,,328,,
931,203,141062,769,,409,,
932,203,141063,769,,332,,
933,203,141064,769,,337,,
934,203,141065,769,,353,,
935,203,141066,769,,414,,
936,203,141067,769,,358,,
937,203,141068,769,,358,,
938,203,141069,769,,419,,
939,203,141070,769,,324,,
940,203,141071,769,,372,,
941,203,141072,769,,86,,
942,203,141076,769,,113,,
943,203,141077,769,,119,,
944,203,141078,769,,126,,
945,203,141079,769,,163,,
946,203,141080,769,,171,,
947,203,141081,769,,184,,
948,203,141082,769,,192,,
949,203,141083,769,,205,,
950,203,141084,769,,142,,
951,203,141085,769,,213,,
952,203,141086,769,,148,,
953,203,141087,769,,150,,
954,203,141088,769,,226,,
955,203,141089,769,,244,,
956,203,141090,769,,155,,
957,203,141091,769,,181,,
958,203,141092,769,,197,,
959,203,141093,769,,197,,
960,203,141094,769,,197,,
961,203,141095,769,,256,,
962,203,141096,769,,265,,
963,203,141097,769,,218,,
964,203,141098,769,,218,,
965,203,141099,769,,218,,
966,203,141100,769,,277,,
967,203,141101,769,,205,,
968,203,141102,769,,205,,
969,203,141103,769,,205,,
970,203,141104,769,,205,,
971,203,141105,769,,205,,
972,203,141106,769,,205,,
973,203,141107,769,,248,,
974,203,141108,769,,248,,
975,203,141109,769,,248,,
976,203,141110,769,,286,,
977,203,141111,769,,207,,
978,203,141112,769,,212,,
979,203,141113,769,,216,,
980,203,141114,769,,226,,
981,203,141115,769,,226,,
982,203,141116,769,,226,,
983,203,141117,769,,226,,
984,203,141118,769,,226,,
